tweetid,Tweet,For guns?,Location
835,"I played a video game that used Real Gun Names. As I started to watch videos about said game, I started getting suggestions for reviews and advocacy of Real Guns. This was when I realized something about YouTube and its algorithms were beyond the pale. ",-2,"Galindo, Austin"
836,@Chnlswmr17 @SagebrushRick @LIVE_COVERAGE @Karoli @DianeSosa19 @olivieri_ppd The US Military used the M16. A M1 Garand and M4 Carbine are now civilian used guns but that still makes them a weapon designed for the military. My Remington 700 30-06 was never designed for the military but was used as a sniper rifle by them. Do we ban those rifles now?,-2,"Missouri, USA"
837,"Because gun control is tyranny, @realDonaldTrump should liberate our brothers and sisters in the UK and Japan. For too long have they suffered underneath the oppression of no gun violence and free healthcare. FREEDOM NOW!",-2,"Manhattan, NY"
838,"I can hear it now. Americans must now turn in all your guns. Pa whispers to mom, I’ve got the front door you watch the back",-2,"North Carolina, USA"
839,@DLoesch I've noticed a few things about many of the so-called gun control advocates. They spew hatred and violence unlike law-abiding gun owners. A lot of these gun control nuts have no business having a guns because if they're words are any indication many of them are mentally unfit.,-2,"Oklahoma, USA"
840,💜 ,-2,"Michigan, USA"
841,@DiamondandSilk Bad Bad Bad don’t touch topic!  Political acid when everyone knows it’s not the guns doing it.  PeopleR.  Focus only on regulating people.,-2,"Country Homes, WA"
842,This is the enemy within! The Trojan horse just chipping away at liberties!! ,-2,"Connecticut, USA"
843,@Jim_Peoples_ @WayneDupreeShow He doesn’t like guns because he’s a liberal moron.,-2,"New York, USA"
844,"Gov Malloy doesn’t understand abt Our Constitution? 2A: ‘A well-regulated militia being necessary to the security of a free state, the right of the people to keep and bear arms shall not be infringed’. All are focused on WRONG PROBLEM! Isn’t guns, but failure of law enforcement! ",-2,"Plainville, CT"
845,I laughed so hard! 🤣🤣🤣#MrsNra  # via @HuffPostEnt,-2,"Kansas City, MO"
846,😍 ,-2,"Decatur, GA"
847,@DPat1430 @DLoesch Nope. Sorry and your tittle of “anti-gun advocates” is incorrect. It’s actually “Gun safety advocates”. NO ONE WANTS TO TAKE YOUR GUNS AWAY!,-2,"Lincoln City, OR"
848,"@DLoesch The Democrats are afraid of guns and anyone who has one legally, really scares them. Guns represent responsibility.",-2,"Alaska, USA"
849,@realDonaldTrump @alozras411 Please Mr President do NOT raise the age for purchasing long guns do not give in to the left PLEASE,-2,"Binghamton, NY"
850,Yes we will. We don’t need no stinking Trump in California... ,-2,"Ventura, CA"
851,"I rest my case, @NRA! ",-2,"Virginia, USA"
852,@DiXiEjO68 She's a sold out ho anyway. Guns over lives??? Ridiculous!!!!,-2,"Galesburg, IL"
853,Anti-gun groups would not be satisfied by AR-15 ban. #guns via @resurgent ,-2,"Pensacola, FL"
854,@NigNiggerson @ErikaAnderson3 @krassenstein Importance of the reasons behind our 2nd Amendment rights and why we should never give them up. I think we have to be more responsible human beings. The gun is not going anywhere. It's technology. We have it. We use it. So it only makes sense that we have,-2,"Philadelphia, PA"
855,You know that’s sick. So much for protecting life. ,-2,"East Garden City, NY"
856,"@NigNiggerson @ErikaAnderson3 @krassenstein The more comprehensive understanding of just what our rights mean and what our responsibility is with respect to our guns, from the individual up to the nation as a whole. And we all get to keep our guns and we all get to be more responsible for them",-2,"Philadelphia, PA"
857,"@davidhogg111 @marcorubio @FLGovScott Kid, pull your head out of Shumers butt. The NRA is not the enemy. I’m a NRA member and can tell you we want our schools just as safe as you do. Look how many times the ball was dropped that let Cruz get the guns to use in this horrible shooting. Please reevaluate your stance.",-2,"Amarillo, TX"
858,🤔 ,-2,"Washington, DC"
859,"@DLoesch Our current laws we had in place would have prevented the Florida school shooting, if only they had been enforced! The gun was not the killer! The killing would be a personal decision to kill! It takes thought and action! Guns do not have that ability!",-2,"Oklahoma, USA"
860,The rest of the world doesn't have the 2nd Amendment. You live in Canada. You don't understand that our Constitution lists our inalienable rights. There is no compromising on God given rights. ,-2,"Texas, USA"
861,#catsoftwitter #WeCallBS #thisisfunny #CommonSenseGunLaws ,-2,"Champaign, IL"
862,@Preredacted @joshduhamel @TheEllenShow @UnsolvedUSA Lancia Hopkins@lanciahopkins2. This is to@Preredacted.  Your sarcasm is so sick.  Are you in an institution?  Haldol for a start.#ban assault guns#ban sickos.,-2,"Lantana, FL"
863,We have guns ,-2,"Georgia, USA"
864,Funny that the civil war starts in the land of Lincoln. #noguncontrol #IIIpercent #comeandgetthem @deplorableclay @seanhannity ,-2,"West Jordan, UT"
865,,-2,"Pennsylvania, USA"
866,"@NigNiggerson @ErikaAnderson3 @krassenstein Thanks to our discussions, I can see that now. Way more clearly. They made errors on the side of the offenders rights when, by his actions, he had relinquished his rights and his guns could have been impounded and there never would have been that mass shooting.",-2,"Philadelphia, PA"
867,"@Johnsawyer1013 @Suarez1931 @yayo515 @RussBarbee @Jhenya_Belitsky @NRA @DLoesch A single mother should have her gun put away, unloaded. Will an intruder wait for her to go get it? You think it's your strong go to argument in favor of guns; I've always found it weak.",-2,"California, USA"
868,@SaysHummingbird @JillyIllg NRA says guns don’t kill people.,-2,"Indiana, USA"
869,We are fast approaching the tipping point. #comeandgetthem ,-2,"West Jordan, UT"
870,After taking this course Massachusetts got the dumbest gun laws out of all 50 states. Oh and @MassAGO your logic is legit that of someone riding a short bus.,-2,"Fairhaven, MA"
871,Stupid people slowing down security. Keep your guns at home. ,-2,"Chicago, IL"
872,I fight for women’s rights and want all guns banned in America. Plus I’m vegan ,-2,"Fresno, CA"
873,@DLoesch - suck it ,-2,"Fresno, CA"
874,Absolutely Eddie ! Nobody Taking Guns From #Texans ! @ProudUSAer ,-2,"Bonita Springs, FL"
875,"The US is a fucking joke at this point. With the president we have, the constant lack of support and constant danger that POC and immigrants face daily, the crazy amount of people who much rather protect guns than children, etc. is just beyond scary and disappointing as hell",-2,"Elk Grove, CA"
876,NRA QUOTES A WHITE HOUSE STUDY SAYING ITS NOT GUNS THAT KILL PEOPLE ITS THE GUNPOWDER.,-2,"Indiana, USA"
877,"I often make this point. Gun law reform should target 1st &amp; foremost the unacceptably large number of Americans getting killed by handguns, the predominant source of gun death. Banning AR-15s would save far fewer lives. ",-2,"Oakland, CA"
878,"I'm happy there's a lot of conversation going on about gun laws in America but where the fuck were all of you when police were gunning down dozens of unarmed black men, women and children every year?!",-2,"San Antonio, TX"
879,@OperatorBTU @oliverjamesking @DLoesch Doesn't work? Works great in MA CA NY NJ. Murders down minimum of 30% since stronger gun laws.,-2,"Brooklyn, NY"
880,Utter BS from the White House. ,-2,"San Jose, CA"
881,@sparky08540 @RickSneaky @BGEEZ @united So you’re suggesting we indefinitely confine people who have not been convicted of any crimes based on arbitrary criteria? Isn’t that exactly the kind of govt action NRA types say we need guns to protect ourselves against?,-2,"Denver, CO"
882,Or have an Effin drink from the stress of being enlisted? ,-2,"Orange, NJ"
883,"My brother has a playlist that has everything from JB, Blue October, Guns n Roses, Tove Lo to Khalid, the mans should always be on aux",-2,"Mesa, AZ"
884,any yet you need a license to operate an automobile. ,-2,"New York, USA"
885,"@SaysHummingbird Has the @NRA met its match as teenagers fight back against “thoughts and prayers” instead of #action against gun violence? #NRABloodMoney
.
My blog at:
",-2,"Los Angeles, CA"
886,@pjstar People need to remember that people kill people not the guns. If you take the guns away then we better take away cars.,-2,"Normal, IL"
887,This pic alone explains why we shouldn’t give teachers guns. ,-2,"Los Angeles, CA"
888,"Nah, my kids will never go to @LibertyU NEVER! ",-2,"Virginia, USA"
889, ,-2,"San Jose, CA"
890,"@ratigan512 @TeskeJ39 @tainteddemo @DonaldJTrumpJr If he violated election laws he will be punished but until then there are way more important issues at hand; Gun laws, school safety, opioid crisis, infrastructure, illegal immigration, DACA, VA, Healthcare, North Korea, Social Security, Russian election interference......",-2,"Pretty Bayou, FL"
891,"*preventable causes*
The person holding the gun causes the results. Where's your plan for preventing them from doing so? (And btw, @Alyssa_Milano , your statistic is wrong.)
 ) ",-2,"Hallandale Beach, FL"
892,"@raeberries77 @Edwarre31373218 @jeffmyers01 @1sfleming302 @POTUS Yes, you will see something worse than the Civil War. That's why the libs want our guns..",-2,"Monona, WI"
893,"Question: What kills more people in America, Guns or Forcepts? Also, Guns or Cars? Guns or Cigarretts? Americans with Guns or Illegals with Guns? Remember Eric Holder (Obama AG) armed Mexican Criminal Gangs w/Military Grade Guns! What again should be banned?",-2,"Osprey, FL"
894,"When you realize tomorrow is Monday 😑
.
.
.
.
#gunporn #fullauto #progun #guns #targets #weekend… ",-2,"Paradise, NV"
895,@Hope012015 @HuffPostPol He can arm teachers with the guns he takes away from the NRA.,-2,"Bartlesville, OK"
896,"@WayneDupreeShow Is abortion a preventable cause of death?  I think it is, and I'm pretty sure abortion causes more children's deaths than guns.",-2,"Texas, USA"
897,"*preventable causes*
The person holding the gun causes the results. Where's your plan for preventing them from doing so? (And btw, @Alyssa_Milano , your statistic is wrong.
 ) ",-2,"Hallandale Beach, FL"
898,This makes purr-fect sense! 😸 ,-2,"Little Rock, AR"
899,"Haha, attemp at itony fail ",-2,"Valparaiso, IN"
900,From 1980’s PrezWhoSAVED🇺🇸From Weak 16-22% Interest #Carter When🇺🇸At OurKnees #IRAN Held Our Hostages #Reagan Took A Deathly Bullet NOW 45th @POTUS Resurrects &amp; SAVES🇺🇸 Worst Beyond Liberal #Obama #Clinton #Criminals #DNC =💉💊🚬⚗️🔫🔪💣🔥⚰️To🇺🇸Anti🙏✝️🔯@ProudUSAer ,-2,"Bonita Springs, FL"
901,@lolhaley_ @ChuckNASCAR Life doesn't come with any absolute protections. Most gun crimes are committed with illegal guns. A crazy man or woman will kill with whatever weapons they can get their hands on.,-2,"Bexley, OH"
902,"@CNBC They are supposed to be happy....all red states.
 They got their guns and their president.",-2,"Perth Amboy, NJ"
903,"Never forget that this country has always put guns before children, and that needs to change. #MarchForOurLives #NeverAgain",-2,"Atlanta, GA"
904,Disgraceful ,-2,"Pennsylvania, USA"
905,@deplorableclay ,-2,"West Jordan, UT"
906,@MarkSimoneNY It’s obvious liberal ideology is more lethal than guns!,-2,"Lakewood Park, FL"
907,"Lets get this straight:
Children are killing children with guns and adults are killing almost formed children in abortions! Hmmmmm? ",-2,"Manhattan, NY"
908,Williams — I’m Uncomfortable With Guns Because I Live In The City  via @WayneDupreeShow,-2,"Delaware, USA"
909,Ridiculous. I'd be so angry.  These cry babies need to stop. These people so terrified of guns are the ones who wanted Hilary to bring all those random immigrants here who normally HATE us just so they could mooch off our government system. Smh. ,-2,"Mauldin, SC"
910,"Half chaotic, half sensible. ",-2,"Chicago, IL"
911,"Shameful. Paul Ryan said that we shouldn't ""rush"" to have a conversation about guns after 17 students and educators were murdered with an assault rifle.  Ryan was looking out for the special interest group that gave him nearly $200,000 in a single year -- the NRA. Despicable Ryan",-2,"Dania Beach, FL"
912,Always a pleasure to join @sarbetter ! ,-2,"New York, USA"
913,"Ted Cruz’s Strategy:
1. Take a beloved country song, kill it
2. Rewrite the lyrics with Trumpist rhetoric that isn’t correct about his opponent’s agenda 
3. Scare “real Texans” about taking guns 
4. Use the word liberal as much as possible

Pathetic? Yes. Scary? No. #resist #Beto ",-2,"Bee Cave, TX"
