,Tweet,Location,For guns?
1029,Ideally a safety plan should be able to include removal of firearms from the home. When someone expresses a desire to hurt themselves or others you eliminate the means to do so.,"Philadelphia, PA",0.0
1030,"@CNNPolitics @cnnbrk RETURN TO SENDER: IN THE NAME OF CHRISTIANITY, THE RACIST USA SHOVED ALCOHOL, OPIATES, COCAINE &amp; GUNS INTO WORKING CLASS MINORITY NEIGHBORHOODS. KARMA IS A BOOMERANG @UN @AP @TMZ @espn @abc @latimes @NYDailyNews NOW YOU KNOW HOW WE FEEL. AS WILLIE NELSON SANG: WELCOME TO MY WORLD ","Miami Beach, FL",0.0
1031,The @NRA is to Trump what the SS was to Hitler. ,"Phoenix, AZ",0.0
1032,I wish my country would do that. But it is too busy handing keys of the treasury to the ultra rich and zilch to the middle class ,"Florence, NJ",-2.0
1033,On b ,"Beaumont, TX",-2.0
1034,😂😂😂 ,"Newark, OH",-2.0
1035,When will people realizing that giving guns to the same people who can’t figure out how to turn off YouTube autoplay isn’t a good idea?,"Pennsylvania, USA",0.0
1036,"Interesting that the worst thing Trump could say about Lamb was that he thought he (DJT) was better looking than Lamb. This isn’t a beauty contest. But if it was, Saccone would lose. #votelamb ","Scott Township, PA",-2.0
1037,Some pretty awful images of both Clinton’s and both Obama’s were circulated in the last decade. Mr. Trump suggested “second Ammendment remedies” and the gun people put Hillary as a Target. ,"Los Angeles, CA",0.0
1038,"@davidhogg111 @graywolf I’m a 60 year old retired teacher, and totally support you and all the Stoneman Douglas students. It’s time to do something about all the guns in this country. Keep up the great work!","Centerville, OH",0.0
1039,"Changing gun laws would have done and can do a hell of a lot more than changing mandatory reporting laws, and doesn’t a) keep people from seeking the help they need and b) involve unethically, unnecessarily, and iatrogenically imprisoning people","Philadelphia, PA",0.0
1040,Fo@to him what he did to the dog or dump him in Alaska outback where wolves are known to live another Michael Vick is born ,"New Rochelle, NY",-2.0
1041,"@EricMGarcia Confirmed by 1 vote margin, or was it 2? Didn’t know what IDEA was &amp; made lame joke about guns in schools when senator from CT (CT!) asked about guns in schools. 2 Qs: how much longer? Who actually is running DOEd? Names, please.","Austin, TX",0.0
1042,"@jeffgoldesq Help is on the way.  No more dancing around this issue. 🤢The highly qualified, Betsy DeVos 🤮 is going to head a commission to study proposals for raising the minimum age for buying guns from 18 to  21 &amp; requiring background checks.😩 MAGA=Making America's Guns Accessible.","Davis, CA",0.0
1043,Statistics show that about 15 students per week report sexual abuse by teacher or peer. Should we empower teachers with guns? No!,"Powell, OH",0.0
1044,❤️🇸🇪👍🌈🌎☮️ ,"Culver City, CA",-2.0
1045,"Guns for everyone, allowed everywhere.  When the bad guys have them, then let the good guys have them too.  #45forschoolguard#MAGA","Dearborn, MI",1.0
1046,This is unbelievable...a “so called” Christian Leader inciting violence and promoting killing...evidently he has never even read the Bible ,"Florida, USA",0.0
1047,#teamfollowback ,"Sewell, NJ",-2.0
1048,Had that shit happen to me and a buddy one night cause we matched a description of dudes who were shooting guns at a bar ,"Chattanooga, TN",-2.0
1049,Please don’t call her a snowflake. She’s a used up assault weapon ho. ,"Woodland, CA",1.0
1050,"@kurteichenwald I can't because of Ms.💩4⃣🧠@DLoesch bringing the Big ""BLOCK 🔨"" down on me, because she didn't like our discussion about firearms &amp; her being an asshole, when she unleashed her bot Army👹on me, with many of them threatening me with bodily harm and/or death. Not cool.","Sheridan, WY",-2.0
1051,A kid DID JUST THAT at my kids high school early 2000. He put in his gym shorts and went to pull out with a finger around trigger. He left crying.  Thank God instead of other kids. ,"Galt, CA",0.0
1052,@zerohedge I can’t wait until everyone learns about #primecoin and music miners. Then they will know the truth about guns.,"Plano, TX",-2.0
1053,"For those of you on your soap box about weapons... YOU NEED TO learn what they are, and correctly identify them before you continue. Y'all won't get mine. Some of you thing shotguns are assault weapons. Guns don't hurt people..stupid people do #BanAssaultWeapons #youneedahobby ","Pooler, GA",1.0
1054,@monaeltahawy @KateHarding Those brides need some firearms for protection.,"Dearborn, MI",1.0
1055,The roommate just has to wait for this piece of shit to return home. ,"Mesa, AZ",-2.0
1056,"@justneanie @zsixkillerk @Greg33270475 @skyzbabe1961 @MustacheChuck @HuevosDeChivo @RealJamesWoods @DNC You’re very naive if you truly believe this. There’s a history of the Left trying to ban guns, they jump at every opportunity, like the Parkland shooting, to attack gun ownership and the NRA.","Missouri, USA",1.0
1057,I used to think guns were load until I dropped the shampoo in the shower 😂,"Bryan, TX",1.0
1058,#PresidentBoneSpur #cowardice is in full view #BogusPOTUS #GunReformNow ,"Napa, CA",-2.0
1059,Poignant.  # via @HuffPostEnt,"San Francisco, CA",-2.0
1060,@marcorubio @POTUS @realDonaldTrump Why do we need fast killing guns? Why do you need NRA $? ,"Iona, FL",0.0
1062,"
😍","New York, USA",-2.0
1063,"Lesley was very combative , as usual with #MSM gals and guys interviewing #Rs... ","Los Angeles, CA",-2.0
1064,"@paulbaker3 @KyleKashuv So suddenly certain guns have become self aware and are inherently evil. Am I getting this right.... holy shit this video is terrible. Misleading, factually inaccurate (about Australia), and just overall horrible. Paul we have our work cut out for us with this garbage propaganda","Houston, TX",1.0
1065,Can someone please tell me why #vaginas are more regulated than #guns? I’ll wait. #GunReformNow ,"Princeton, NJ",0.0
1066,"@ananavarro @FLGovScott Laws will not stop bad people with guns.  Or knives. Or ball bats. Or cars. Or screwdrivers. Or crack cocaine. Or heroine. Or chloroform. Or hammers, &amp; hatchets, &amp; rope, classified emails, &amp; insider trading. Sometimes it’s a forest and tree thing. Nothing more","Kentucky, USA",1.0
1067,do u think we could get them to raise the minimum *wage* if we said people would use the extra money to buy guns ,"Richmond, CA",0.0
1068,Imagine that.... has it been 18 days ALREADY? ,"Bellmawr, NJ",-2.0
1069,Trump has just flipped America off with his two fat tiny squatty middle fingers. ,"Wayland, MI",0.0
1070,"Right, lets arm these Barney Fife wannabes and put kids in greater danger than exists now.
@GOP 
@RawStory ","Webster, NY",-2.0
1071,@LociPanda Guns save more lives a year than they take! Genius!,"Pennsylvania, USA",0.0
1072,@marcorubio @realDonaldTrump ,"Iona, FL",-2.0
1073,"@CoryGardner MUST GO! 
#VoteThemOut 
#BlueWave2018 ","Southglenn, CO",0.0
1074,The Netherlands- as all other countries in the🌎- has neither 2A nor the  phuqn .@NRA‼️ Thus a good guy w/ a backpack beat a bad guy w/ a knife‼️ ,"Charlotte, NC",-2.0
1075,@CyrusToulabi Cave it is! Sad it is! I think they let Ric Scott sacrifice his new law to the @NRA lawsuit. @nra is suing on the grounds that putting artificial age limits on the purchase of long guns is unconstitutional. I believe the @nra lawsuit was a foregone conclusion.,"Alamogordo, NM",0.0
1076,@SportsGrind Guns up ,"San Antonio, TX",-2.0
1077,@odonnell_88 @ChuckingHell @NRATV @MrColionNoir The 2nd amendment is to protect against foreign invasion and provide the people a way guard against tyranny. The used arms to allow for tech advancements. I understand you may not agree with people having guns but to millions it’s totally natural.,"Holly Springs, MS",1.0
1078,@YaakovMarramar Launder the money for the high level dealers. Guns “kill our kids” but I don’t see Trump supporters giving a shit.,"Yorba Linda, CA",0.0
1079,"@larsoer @CNN He hasn't written an executive order because any gun laws have to go thru Congress. He was reacting hastily, just like the gun grabbers who blame the NRA and let the real morons responsible for the deaths get away scott free.","Philadelphia, PA",1.0
1080,Omg can we fast forward to the moment the Parkland Generation takes over everything? ,"St Paul, MN",-2.0
1081,"I am loving #TheChi. @LenaWaithe shows Black boys in their fullness- having conversations in their own voices from guns to tampons. I equally love Ms. Ethel scenes with Jada, especially her insistence of joint manicures, reminded me of how my grandma showed her love","San Francisco, CA",-2.0
1082,If you got a badge  You trying to kill Bad cops needTaking off the street take the guns off bad cops stop shoot Kid It’s bullshit what they do on the street when a cop,"Bay Point, CA",0.0
1083,@PhilipRucker There definitely won’t be any restrictions on grizzly bear guns now.,"McLean, VA",-2.0
1084,Absolutely agree. ,"Sioux City, IA",-2.0
1085,"Gee, is this a surprise to any of us? ","Sun City West, AZ",-2.0
1086,I have no gun and very little money . I rejoined the NRA. #tcot ,"North Gates, NY",0.0
1087,"White House Vows To Help Arm Teachers And Backs Off Raising Age For Buying Guns To Placate The NRA

#TrumpIsNRAPuppet","New Port Richey, FL",0.0
1088,@realDonaldTrump ,"Texas, USA",-2.0
1089,2 Security Guards w guns one shot but didn’t hit anything. Suspect w a chain hits a random woman n cars as he tries to escape. This guy is a POS the guards should NOT be armed if they’re going to just fire off shots like this. Ridiculous! ,"Anchorage, AK",0.0
1090,"I was just cleaning out my closet &amp; noticed my secured guns there in the back in their cabinet. I'm so proud of them. People keep saying guns are killing people but mine are just sitting there obediently, minding their own business. I think I raised them right. #2A #2ndAmendment","Florida, USA",1.0
1091,"Surprise!

This administration is about...
GIFTING not GOVERNING!

LOYALTY not LAW

TREASON not PATRIOTISM 

DECEPTION not TRUTH

This administration is deficating on everything American.

Somebody get me a plunger! ","Delaware, USA",0.0
1092,⤵️⤵️⤵️ twitter verified a--hole ,"Fairland, MD",-2.0
1093,"And the final walk back from #Trump to the view of his masters at the @NRA. This administration will do nothing to advance any common sense or effective #GunReformNow, and will do squarely as they’re told. #NRAIsATerroristOrganization #NeverAgain

","Pennsylvania, USA",0.0
1094,"I’m sitting at a bar in Houston, Texas. Next to me is a group of 5 strangers debating gun laws, and they are split on gun ownership rights, but agree that no one should have automatics.  We are far more alike as people than social media would want us to believe.","Houston, TX",0.0
1095,"Now she has two kids, thinks guns should all be assault weapons and is extremely threatened by people of various genders being in the same bathroom as her.","Westbury, NY",-2.0
1096,"@TitusNation That there is no law that can be imposed that would actual stop the gun carnage.  We should instead invest heavily in mental health.  There are 300 million guns in America, a crazy shooter can get his hands on a gun even with gun control laws.","Altamonte Springs, FL",0.0
1097,This whole school walk out thing on guns is just pure none sense.,"Germantown, OH",0.0
1098,@JJBUSC @TitusNation @scrowder Would you object to making it illegal to give guns to blind retarded children?,"North Carolina, USA",0.0
1099,Msaaaaaaaan keep that cool-aide to yourself.... ,"California, USA",-2.0
1100,"@AnitaCreamer @kylegriffin1 To Trump and his ilk, minions and camp followers, the second amendment trumps the First Amendment. Guns kill speech.","Plum, PA",0.0
1101,@TitusNation  I think this video goes a great job of discussing the debate by replacing guns with cats.,"Minnesota, USA",1.0
1102,"Just because I own 2.5-acres of ALASKA land doesn't mean I have to load up on guns, ammo, MREs, and live out of a wall tent in Tazlina year round like some whacked-out ""Below Zero"" survivalist. Whites mock me with, ""Defend your nigger country!"" but fuck what these assholes think.","Anchorage, AK",0.0
